36
NASA/GSFC/SHADOZ Archive          : https://tropo.gsfc.nasa.gov/shadoz
SHADOZ Principal Investigator     : Ryan M. Stauffer (NASA/Goddard Space Flight Center, USA; ryan.m.stauffer@nasa.gov)
SHADOZ Archive Curator            : Debra E Kollonige (SSAI affiliated with NASA/GSFC, USA)
SHADOZ Version                    : 06
Reprocessed                       : Yes
SHADOZ format data created        : Fri Oct 14 14:50:23 2022
STATION                           : Nairobi, Kenya
Station Principal Investigator(s) : Christian Felix (MeteoSwiss, Switzerland)
Latitude (deg)                    : -1.30
Longitude (deg)                   : 36.76
Elevation (m)                     : 1795.00
Launch Date                       : 20200122
Launch Time (UT)                  : 07:13:53
Burst Pressure (hPa)              : 5.88
Integrated O3 to end of data (DU) : 207.09
Radiosonde                        : Vaisala RS92
Radiosonde Serial Number          : N2513318
Geom. Press. Offset Correction    : Yes
Pressure sensor offset (hPa)      : 0.000
Ozonesonde Instrument             : 1Z33321
KI Solution                       : 0.5% Half Buffer
Cathode Soln Volume (cc)          : 3.0
Cathode Soln Volume Correction    : No
Pump flowrate (sec/100ml)         : 30.100
Flowrate Correction (%)           : 9000
Pump Temperature Correction       : Yes
Applied background current (uA)   : 0.050
Applied pump efficiency factors   : Komhyr et al., 1995
Transfer Function                 : No
Missing or bad values             : 9000
Comment : Reprocessing reference: Witte et al. [https://doi.org/10.1002/2016JD026403]
Comment : 
Comment : 
Time   Press    GeopAlt   Temp    RH     O3_mPa    O3_ppmv  O3_DU  Wind_Dir Wind_Spd  TPump  O3CellI  GPS_Lat    GPS_Lon   GPS_Alt
   362  664.41    3.614    8.24   56.0    2.9413    0.0443    4.24 9000.00 9000.00   37.54    0.7800 9000.00000 9000.00000 9000.000
   364  663.66    3.623    8.19   56.0    2.9413    0.0443    4.26 9000.00 9000.00   37.54    0.7800 9000.00000 9000.00000 9000.000
   366  663.06    3.631    8.17   56.0    2.9011    0.0438    4.29 9000.00 9000.00   37.54    0.7700 9000.00000 9000.00000 9000.000
   368  662.52    3.638    8.11   55.0    2.9011    0.0438    4.30 9000.00 9000.00   37.54    0.7700 9000.00000 9000.00000 9000.000
   370  661.89    3.645    8.00   56.0    2.8609    0.0432    4.33 9000.00 9000.00   37.55    0.7600 9000.00000 9000.00000 9000.000
   372  661.27    3.653    7.95   56.0    2.8610    0.0433    4.35 9000.00 9000.00   37.56    0.7600 9000.00000 9000.00000 9000.000
   374  660.58    3.662    7.90   56.0    2.8610    0.0433    4.37 9000.00 9000.00   37.56    0.7600 9000.00000 9000.00000 9000.000
   376  659.80    3.671    7.80   56.0    2.8610    0.0434    4.40 9000.00 9000.00   37.56    0.7600 9000.00000 9000.00000 9000.000
   378  658.98    3.682    7.71   56.0    2.8610    0.0434    4.43 9000.00 9000.00   37.56    0.7600 9000.00000 9000.00000 9000.000
   380  658.12    3.693    7.68   56.0    2.8207    0.0429    4.45 9000.00 9000.00   37.57    0.7500 9000.00000 9000.00000 9000.000
   382  657.32    3.703    7.69   56.0    2.8208    0.0429    4.48 9000.00 9000.00   37.58    0.7500 9000.00000 9000.00000 9000.000
   384  656.70    3.710    7.61   56.0    2.8208    0.0430    4.50 9000.00 9000.00   37.58    0.7500 9000.00000 9000.00000 9000.000
   386  656.08    3.718    7.50   57.0    2.8209    0.0430    4.52 9000.00 9000.00   37.59    0.7500 9000.00000 9000.00000 9000.000
   388  655.47    3.726    7.42   58.0    2.7806    0.0424    4.54 9000.00 9000.00   37.59    0.7400 9000.00000 9000.00000 9000.000
   390  654.88    3.733    7.32   60.0    2.7806    0.0425    4.56 9000.00 9000.00   37.59    0.7400 9000.00000 9000.00000 9000.000
   392  654.25    3.741    7.18   62.0    2.8209    0.0431    4.59 9000.00 9000.00   37.59    0.7500 9000.00000 9000.00000 9000.000
   394  653.53    3.750    7.09   64.0    2.8209    0.0432    4.61 9000.00 9000.00   37.59    0.7500 9000.00000 9000.00000 9000.000
   396  652.81    3.759    7.03   65.0    2.8613    0.0438    4.63 9000.00 9000.00   37.60    0.7600 9000.00000 9000.00000 9000.000
   398  652.15    3.768    6.96   67.0    2.8613    0.0439    4.66 9000.00 9000.00   37.60    0.7600 9000.00000 9000.00000 9000.000
   400  651.51    3.776    6.90   69.0    2.9016    0.0445    4.68 9000.00 9000.00   37.60    0.7700 9000.00000 9000.00000 9000.000
   402  650.84    3.784    6.82   71.0    2.9017    0.0446    4.70 9000.00 9000.00   37.61    0.7700 9000.00000 9000.00000 9000.000
   404  650.21    3.792    6.73   72.0    2.9017    0.0446    4.73 9000.00 9000.00   37.61    0.7700 9000.00000 9000.00000 9000.000
   406  649.51    3.801    6.62   72.0    2.9017    0.0447    4.75 9000.00 9000.00   37.61    0.7700 9000.00000 9000.00000 9000.000
   408  648.76    3.810    6.50   74.0    2.9017    0.0447    4.78 9000.00 9000.00   37.61    0.7700 9000.00000 9000.00000 9000.000
   410  647.98    3.820    6.50   73.0    2.9018    0.0448    4.80 9000.00 9000.00   37.62    0.7700 9000.00000 9000.00000 9000.000
   412  647.14    3.831    6.48   71.0    2.9421    0.0455    4.83 9000.00 9000.00   37.62    0.7800 9000.00000 9000.00000 9000.000
   414  646.35    3.841    6.42   70.0    2.9018    0.0449    4.86 9000.00 9000.00   37.62    0.7700 9000.00000 9000.00000 9000.000
   416  645.72    3.849    6.37   70.0    2.9019    0.0449    4.88 9000.00 9000.00   37.63    0.7700 9000.00000 9000.00000 9000.000
   418  645.10    3.857    6.32   69.0    2.9019    0.0450    4.91 9000.00 9000.00   37.63    0.7700 9000.00000 9000.00000 9000.000
   420  644.42    3.866    6.25   68.0    2.9019    0.0450    4.93 9000.00 9000.00   37.63    0.7700 9000.00000 9000.00000 9000.000
   422  643.73    3.874    6.22   66.0    2.9422    0.0457    4.96 9000.00 9000.00   37.63    0.7800 9000.00000 9000.00000 9000.000
   424  643.11    3.882    6.26   64.0    2.9422    0.0457    4.98 9000.00 9000.00   37.63    0.7800 9000.00000 9000.00000 9000.000
   426  642.41    3.891    6.27   62.0    2.9825    0.0464    5.00 9000.00 9000.00   37.63    0.7900 9000.00000 9000.00000 9000.000
   428  641.74    3.900    6.25   61.0    2.9826    0.0465    5.03 9000.00 9000.00   37.64    0.7900 9000.00000 9000.00000 9000.000
   430  641.15    3.907    6.20   59.0    2.9826    0.0465    5.05 9000.00 9000.00   37.64    0.7900 9000.00000 9000.00000 9000.000
   432  640.45    3.916    6.09   58.0    2.9827    0.0466    5.08 9000.00 9000.00   37.65    0.7900 9000.00000 9000.00000 9000.000
   434  639.64    3.927    6.00   58.0    2.9827    0.0466    5.11 9000.00 9000.00   37.66    0.7900 9000.00000 9000.00000 9000.000
   436  638.80    3.938    5.93   58.0    2.9827    0.0467    5.14 9000.00 9000.00   37.66    0.7900 9000.00000 9000.00000 9000.000
   438  638.03    3.947    5.86   59.0    2.9827    0.0467    5.16 9000.00 9000.00   37.66    0.7900 9000.00000 9000.00000 9000.000
   440  637.31    3.957    5.79   61.0    2.9424    0.0462    5.19 9000.00 9000.00   37.66    0.7800 9000.00000 9000.00000 9000.000
   442  636.58    3.966    5.70   62.0    2.9425    0.0462    5.22 9000.00 9000.00   37.67    0.7800 9000.00000 9000.00000 9000.000
   444  635.92    3.974    5.65   62.0    2.9425    0.0463    5.24 9000.00 9000.00   37.67    0.7800 9000.00000 9000.00000 9000.000
   446  635.32    3.982    5.57   62.0    2.9023    0.0457    5.26 9000.00 9000.00   37.68    0.7700 9000.00000 9000.00000 9000.000
   448  634.53    3.992    5.42   62.0    2.8620    0.0451    5.29 9000.00 9000.00   37.68    0.7600 9000.00000 9000.00000 9000.000
   450  633.67    4.003    5.40   62.0    2.8620    0.0452    5.32 9000.00 9000.00   37.68    0.7600 9000.00000 9000.00000 9000.000
   452  632.91    4.013    5.40   62.0    2.8620    0.0452    5.35 9000.00 9000.00   37.68    0.7600 9000.00000 9000.00000 9000.000
   454  632.24    4.022    5.36   62.0    2.8217    0.0446    5.37 9000.00 9000.00   37.68    0.7500 9000.00000 9000.00000 9000.000
   456  631.55    4.031    5.27   62.0    2.7814    0.0440    5.40 9000.00 9000.00   37.68    0.7400 9000.00000 9000.00000 9000.000
   458  630.75    4.041    5.17   63.0    2.7814    0.0441    5.43 9000.00 9000.00   37.68    0.7400 9000.00000 9000.00000 9000.000
   460  629.88    4.053    5.13   63.0    2.7815    0.0442    5.46 9000.00 9000.00   37.69    0.7400 9000.00000 9000.00000 9000.000
   462  629.08    4.063    5.14   63.0    2.7412    0.0436    5.48 9000.00 9000.00   37.69    0.7300 9000.00000 9000.00000 9000.000
   464  628.38    4.072    5.12   62.0    2.7412    0.0436    5.51 9000.00 9000.00   37.69    0.7300 9000.00000 9000.00000 9000.000
   466  627.72    4.081    4.99   61.0    2.7413    0.0437    5.53 9000.00 9000.00   37.70    0.7300 9000.00000 9000.00000 9000.000
   468  626.99    4.090    4.89   62.0    2.7413    0.0437    5.56 9000.00 9000.00   37.70    0.7300 9000.00000 9000.00000 9000.000
   470  626.27    4.100    4.86   61.0    2.7413    0.0438    5.58 9000.00 9000.00   37.70    0.7300 9000.00000 9000.00000 9000.000
   472  625.57    4.109    4.76   61.0    2.7413    0.0438    5.60 9000.00 9000.00   37.70    0.7300 9000.00000 9000.00000 9000.000
   474  624.72    4.120    4.58   62.0    2.7413    0.0439    5.63 9000.00 9000.00   37.70    0.7300 9000.00000 9000.00000 9000.000
   476  623.77    4.132    4.43   63.0    2.7816    0.0446    5.67 9000.00 9000.00   37.70    0.7400 9000.00000 9000.00000 9000.000
   478  622.94    4.143    4.34   63.0    2.7413    0.0440    5.70 9000.00 9000.00   37.70    0.7300 9000.00000 9000.00000 9000.000
   480  622.33    4.151    4.29   64.0    2.7816    0.0447    5.72 9000.00 9000.00   37.70    0.7400 9000.00000 9000.00000 9000.000
   482  621.77    4.158    4.31   64.0    2.7816    0.0447    5.74 9000.00 9000.00   37.71    0.7400 9000.00000 9000.00000 9000.000
   484  621.20    4.166    4.26   64.0    2.7816    0.0448    5.76 9000.00 9000.00   37.71    0.7400 9000.00000 9000.00000 9000.000
   486  620.69    4.173    4.16   65.0    2.7815    0.0448    5.78 9000.00 9000.00   37.70    0.7400 9000.00000 9000.00000 9000.000
   488  620.16    4.180    4.08   66.0    2.7816    0.0449    5.79 9000.00 9000.00   37.70    0.7400 9000.00000 9000.00000 9000.000
   490  619.56    4.187    4.01   67.0    2.7815    0.0449    5.82 9000.00 9000.00   37.69    0.7400 9000.00000 9000.00000 9000.000
   492  618.92    4.196    3.97   67.0    2.7816    0.0449    5.84 9000.00 9000.00   37.70    0.7400 9000.00000 9000.00000 9000.000
   494  618.29    4.204    3.92   68.0    2.7816    0.0450    5.86 9000.00 9000.00   37.70    0.7400 9000.00000 9000.00000 9000.000
   496  617.51    4.214    3.86   68.0    2.7817    0.0450    5.89 9000.00 9000.00   37.71    0.7400 9000.00000 9000.00000 9000.000
   498  616.61    4.226    3.77   66.0    2.7817    0.0451    5.92 9000.00 9000.00   37.71    0.7400 9000.00000 9000.00000 9000.000
   500  615.89    4.236    3.73   66.0    2.7817    0.0452    5.95 9000.00 9000.00   37.71    0.7400 9000.00000 9000.00000 9000.000
   502  615.35    4.243    3.72   67.0    2.7817    0.0452    5.97 9000.00 9000.00   37.71    0.7400 9000.00000 9000.00000 9000.000
   504  614.78    4.250    3.67   67.0    2.7817    0.0452    5.99 9000.00 9000.00   37.71    0.7400 9000.00000 9000.00000 9000.000
   506  614.24    4.258    3.69   67.0    2.7817    0.0453    6.01 9000.00 9000.00   37.71    0.7400 9000.00000 9000.00000 9000.000
   508  613.72    4.264    3.63   66.0    2.7817    0.0453    6.02 9000.00 9000.00   37.71    0.7400 9000.00000 9000.00000 9000.000
   510  613.17    4.272    3.52   66.0    2.7817    0.0454    6.04 9000.00 9000.00   37.71    0.7400 9000.00000 9000.00000 9000.000
   512  612.63    4.279    3.46   66.0    2.7817    0.0454    6.06 9000.00 9000.00   37.71    0.7400 9000.00000 9000.00000 9000.000
   514  612.10    4.286    3.39   65.0    2.7817    0.0454    6.08 9000.00 9000.00   37.71    0.7400 9000.00000 9000.00000 9000.000
   516  611.52    4.293    3.37   64.0    2.7818    0.0455    6.10 9000.00 9000.00   37.72    0.7400 9000.00000 9000.00000 9000.000
   518  610.92    4.301    3.43   61.0    2.7818    0.0455    6.12 9000.00 9000.00   37.72    0.7400 9000.00000 9000.00000 9000.000
   520  610.40    4.308    3.43   58.0    2.7818    0.0456    6.14 9000.00 9000.00   37.72    0.7400 9000.00000 9000.00000 9000.000
   522  609.87    4.315    3.37   55.0    2.7818    0.0456    6.16 9000.00 9000.00   37.72    0.7400 9000.00000 9000.00000 9000.000
   524  609.26    4.324    3.32   53.0    2.7818    0.0457    6.18 9000.00 9000.00   37.72    0.7400 9000.00000 9000.00000 9000.000
   526  608.66    4.332    3.30   52.0    2.7818    0.0457    6.21 9000.00 9000.00   37.72    0.7400 9000.00000 9000.00000 9000.000
   528  608.03    4.340    3.24   51.0    2.7819    0.0458    6.23 9000.00 9000.00   37.73    0.7400 9000.00000 9000.00000 9000.000
   530  607.35    4.349    3.20   52.0    2.7416    0.0451    6.25 9000.00 9000.00   37.73    0.7300 9000.00000 9000.00000 9000.000
   532  606.67    4.358    3.21   53.0    2.7416    0.0452    6.28 9000.00 9000.00   37.73    0.7300 9000.00000 9000.00000 9000.000
   534  605.96    4.368    3.16   53.0    2.7416    0.0452    6.30 9000.00 9000.00   37.73    0.7300 9000.00000 9000.00000 9000.000
   536  605.26    4.377    3.08   53.0    2.7416    0.0453    6.33 9000.00 9000.00   37.73    0.7300 9000.00000 9000.00000 9000.000
   538  604.54    4.387    3.08   53.0    2.7416    0.0453    6.35 9000.00 9000.00   37.73    0.7300 9000.00000 9000.00000 9000.000
   540  603.72    4.398    3.03   54.0    2.7416    0.0454    6.38 9000.00 9000.00   37.74    0.7300 9000.00000 9000.00000 9000.000
   542  602.93    4.408    2.88   55.0    2.7013    0.0448    6.41 9000.00 9000.00   37.74    0.7200 9000.00000 9000.00000 9000.000
   544  602.15    4.419    2.77   57.0    2.7013    0.0449    6.44 9000.00 9000.00   37.74    0.7200 9000.00000 9000.00000 9000.000
   546  601.43    4.428    2.72   58.0    2.7012    0.0449    6.46 9000.00 9000.00   37.73    0.7200 9000.00000 9000.00000 9000.000
   548  600.71    4.438    2.60   60.0    2.7013    0.0450    6.49 9000.00 9000.00   37.74    0.7200 9000.00000 9000.00000 9000.000
   550  599.82    4.450    2.41   61.0    2.7013    0.0450    6.52 9000.00 9000.00   37.74    0.7200 9000.00000 9000.00000 9000.000
   552  598.85    4.463    2.32   62.0    2.7013    0.0451    6.56 9000.00 9000.00   37.74    0.7200 9000.00000 9000.00000 9000.000
   554  597.96    4.475    2.32   62.0    2.7013    0.0452    6.59 9000.00 9000.00   37.74    0.7200 9000.00000 9000.00000 9000.000
   556  597.17    4.486    2.29   62.0    2.6610    0.0446    6.62 9000.00 9000.00   37.74    0.7100 9000.00000 9000.00000 9000.000
   558  596.46    4.496    2.21   61.0    2.6609    0.0446    6.64 9000.00 9000.00   37.73    0.7100 9000.00000 9000.00000 9000.000
   560  595.79    4.505    2.14   61.0    2.6609    0.0447    6.66 9000.00 9000.00   37.73    0.7100 9000.00000 9000.00000 9000.000
   562  595.11    4.514    2.03   62.0    2.6609    0.0447    6.69 9000.00 9000.00   37.73    0.7100 9000.00000 9000.00000 9000.000
   564  594.47    4.523    1.90   62.0    2.6610    0.0448    6.71 9000.00 9000.00   37.74    0.7100 9000.00000 9000.00000 9000.000
   566  593.89    4.530    1.87   63.0    2.6610    0.0448    6.73 9000.00 9000.00   37.74    0.7100 9000.00000 9000.00000 9000.000
   568  593.28    4.539    1.77   63.0    2.6207    0.0442    6.75 9000.00 9000.00   37.74    0.7000 9000.00000 9000.00000 9000.000
   570  592.67    4.547    1.65   64.0    2.6206    0.0442    6.77 9000.00 9000.00   37.73    0.7000 9000.00000 9000.00000 9000.000
   572  592.11    4.555    1.57   65.0    2.6206    0.0443    6.79 9000.00 9000.00   37.73    0.7000 9000.00000 9000.00000 9000.000
   574  591.57    4.562    1.47   65.0    2.6206    0.0443    6.81 9000.00 9000.00   37.73    0.7000 9000.00000 9000.00000 9000.000
   576  591.03    4.569    1.40   66.0    2.6206    0.0443    6.83 9000.00 9000.00   37.73    0.7000 9000.00000 9000.00000 9000.000
   578  590.45    4.577    1.31   66.0    2.6206    0.0444    6.85 9000.00 9000.00   37.73    0.7000 9000.00000 9000.00000 9000.000
   580  589.84    4.586    1.23   66.0    2.6206    0.0444    6.87 9000.00 9000.00   37.73    0.7000 9000.00000 9000.00000 9000.000
   582  589.30    4.593    1.20   67.0    2.6206    0.0445    6.89 9000.00 9000.00   37.73    0.7000 9000.00000 9000.00000 9000.000
   584  588.71    4.601    1.13   67.0    2.6206    0.0445    6.91 9000.00 9000.00   37.73    0.7000 9000.00000 9000.00000 9000.000
   586  588.08    4.610    1.04   67.0    2.6206    0.0446    6.93 9000.00 9000.00   37.73    0.7000 9000.00000 9000.00000 9000.000
   588  587.46    4.618    0.95   68.0    2.6206    0.0446    6.96 9000.00 9000.00   37.73    0.7000 9000.00000 9000.00000 9000.000
   590  586.85    4.627    0.89   69.0    2.6206    0.0447    6.98 9000.00 9000.00   37.74    0.7000 9000.00000 9000.00000 9000.000
   592  586.28    4.634    0.83   69.0    2.6206    0.0447    7.00 9000.00 9000.00   37.74    0.7000 9000.00000 9000.00000 9000.000
   594  585.69    4.642    0.73   70.0    2.5803    0.0441    7.02 9000.00 9000.00   37.74    0.6900 9000.00000 9000.00000 9000.000
   596  585.06    4.651    0.60   70.0    2.5803    0.0441    7.04 9000.00 9000.00   37.74    0.6900 9000.00000 9000.00000 9000.000
   598  584.45    4.660    0.47   71.0    2.5803    0.0441    7.06 9000.00 9000.00   37.74    0.6900 9000.00000 9000.00000 9000.000
   600  583.88    4.667    0.38   71.0    2.5803    0.0442    7.08 9000.00 9000.00   37.74    0.6900 9000.00000 9000.00000 9000.000
   602  583.30    4.675    0.33   71.0    2.5803    0.0442    7.10 9000.00 9000.00   37.74    0.6900 9000.00000 9000.00000 9000.000
   604  582.69    4.684    0.26   71.0    2.5803    0.0443    7.12 9000.00 9000.00   37.74    0.6900 9000.00000 9000.00000 9000.000
   606  582.09    4.692    0.22   72.0    2.5803    0.0443    7.14 9000.00 9000.00   37.74    0.6900 9000.00000 9000.00000 9000.000
   608  581.51    4.700    0.21   72.0    2.5803    0.0444    7.16 9000.00 9000.00   37.74    0.6900 9000.00000 9000.00000 9000.000
   610  580.88    4.709    0.17   72.0    2.5803    0.0444    7.19 9000.00 9000.00   37.74    0.6900 9000.00000 9000.00000 9000.000
   612  580.19    4.718    0.08   73.0    2.5400    0.0438    7.21 9000.00 9000.00   37.74    0.6800 9000.00000 9000.00000 9000.000
   614  579.55    4.727   -0.02   73.0    2.5400    0.0438    7.23 9000.00 9000.00   37.73    0.6800 9000.00000 9000.00000 9000.000
   616  578.92    4.736   -0.04   74.0    2.5400    0.0439    7.25 9000.00 9000.00   37.74    0.6800 9000.00000 9000.00000 9000.000
   618  578.23    4.745   -0.11   74.0    2.5400    0.0439    7.28 9000.00 9000.00   37.74    0.6800 9000.00000 9000.00000 9000.000
   620  577.49    4.756   -0.27   74.0    2.5400    0.0440    7.30 9000.00 9000.00   37.74    0.6800 9000.00000 9000.00000 9000.000
   622  576.63    4.767   -0.38   75.0    2.5804    0.0447    7.33 9000.00 9000.00   37.74    0.6900 9000.00000 9000.00000 9000.000
   624  575.69    4.781   -0.49   76.0    2.5804    0.0448    7.37 9000.00 9000.00   37.74    0.6900 9000.00000 9000.00000 9000.000
   626  574.89    4.792   -0.53   77.0    2.5400    0.0442    7.40 9000.00 9000.00   37.73    0.6800 9000.00000 9000.00000 9000.000
   628  574.21    4.801   -0.53   77.0    2.5400    0.0442    7.42 9000.00 9000.00   37.73    0.6800 9000.00000 9000.00000 9000.000
   630  573.53    4.811   -0.58   76.0    2.5399    0.0443    7.44 9000.00 9000.00   37.72    0.6800 9000.00000 9000.00000 9000.000
   632  572.71    4.822   -0.69   76.0    2.5399    0.0443    7.47 9000.00 9000.00   37.72    0.6800 9000.00000 9000.00000 9000.000
   634  571.83    4.834   -0.83   77.0    2.5399    0.0444    7.50 9000.00 9000.00   37.72    0.6800 9000.00000 9000.00000 9000.000
   636  571.00    4.846   -0.87   77.0    2.5399    0.0445    7.53 9000.00 9000.00   37.72    0.6800 9000.00000 9000.00000 9000.000
   638  570.17    4.858   -0.89   78.0    2.5399    0.0445    7.56 9000.00 9000.00   37.73    0.6800 9000.00000 9000.00000 9000.000
   640  569.24    4.871   -1.04   77.0    2.5399    0.0446    7.59 9000.00 9000.00   37.73    0.6800 9000.00000 9000.00000 9000.000
   642  568.30    4.884   -1.17   77.0    2.5399    0.0447    7.63 9000.00 9000.00   37.73    0.6800 9000.00000 9000.00000 9000.000
   644  567.47    4.896   -1.15   78.0    2.4996    0.0440    7.66 9000.00 9000.00   37.73    0.6700 9000.00000 9000.00000 9000.000
   646  566.78    4.905   -1.11   78.0    2.4995    0.0441    7.68 9000.00 9000.00   37.72    0.6700 9000.00000 9000.00000 9000.000
   648  566.17    4.914   -1.18   78.0    2.4995    0.0441    7.70 9000.00 9000.00   37.72    0.6700 9000.00000 9000.00000 9000.000
   650  565.45    4.924   -1.27   77.0    2.4995    0.0442    7.73 9000.00 9000.00   37.71    0.6700 9000.00000 9000.00000 9000.000
   652  564.54    4.937   -1.37   77.0    2.4995    0.0443    7.76 9000.00 9000.00   37.71    0.6700 9000.00000 9000.00000 9000.000
   654  563.86    4.946   -1.32   77.0    2.4995    0.0443    7.78 9000.00 9000.00   37.71    0.6700 9000.00000 9000.00000 9000.000
   656  563.40    4.953   -1.31   77.0    2.4995    0.0444    7.80 9000.00 9000.00   37.71    0.6700 9000.00000 9000.00000 9000.000
   658  562.73    4.963   -1.41   76.0    2.4995    0.0444    7.82 9000.00 9000.00   37.71    0.6700 9000.00000 9000.00000 9000.000
   660  561.86    4.975   -1.59   76.0    2.4995    0.0445    7.85 9000.00 9000.00   37.71    0.6700 9000.00000 9000.00000 9000.000
   662  561.10    4.986   -1.70   77.0    2.4995    0.0445    7.88 9000.00 9000.00   37.71    0.6700 9000.00000 9000.00000 9000.000
   664  560.58    4.993   -1.73   77.0    2.4995    0.0446    7.90 9000.00 9000.00   37.71    0.6700 9000.00000 9000.00000 9000.000
   666  560.17    4.999   -1.78   77.0    2.4592    0.0439    7.91 9000.00 9000.00   37.71    0.6600 9000.00000 9000.00000 9000.000
   668  559.65    5.006   -1.82   77.0    2.4592    0.0439    7.93 9000.00 9000.00   37.71    0.6600 9000.00000 9000.00000 9000.000
   670  558.95    5.016   -1.96   77.0    2.4592    0.0440    7.95 9000.00 9000.00   37.71    0.6600 9000.00000 9000.00000 9000.000
   672  558.27    5.026   -2.08   78.0    2.4592    0.0441    7.98 9000.00 9000.00   37.71    0.6600 9000.00000 9000.00000 9000.000
   674  557.60    5.035   -2.17   78.0    2.4591    0.0441    8.00 9000.00 9000.00   37.70    0.6600 9000.00000 9000.00000 9000.000
   676  557.00    5.044   -2.22   79.0    2.4591    0.0441    8.02 9000.00 9000.00   37.70    0.6600 9000.00000 9000.00000 9000.000
